1.0752162,2.7339554,1.73871188
-2.6157522,-0.42507574,-1.739481616
-0.41537502,-0.008501733,-0.252625705
-1.7443724,0.155678,-0.98435224
-0.23315163,0.17098185,-0.071498238
-2.770924,0.142008,-1.6057512
-0.66477424,0.044213198,-0.381179265
-0.51447743,-0.05500315,-0.330687718
-0.9840225,-0.1953535,-0.6685549
-0.4618239,0.24979806,-0.177175116
-0.45047754,-0.081521094,-0.302894962
-0.15868858,0.045875296,-0.07686303
-1.0002077,-0.24648984,-0.698720556
-1.6963106,-0.089052856,-1.053407502
-1.8846279,1.6360211,-0.4763683
-0.5357507,-0.01950661,-0.329253064
-0.80181485,-0.2997547,-0.60099079
-1.1308126,-0.44040385,-0.8546491
-0.24338053,-0.017972786,-0.153217432
-1.2300512,0.37691504,-0.587264704
-0.43823874,-0.014571191,-0.26877172
-2.845649,0.0714425,-1.6788124
-2.999503,0.25181338,-1.698976448
-0.12666206,0.1959877,0.002397844
0.19916974,-3.366423,-1.227067356
-0.32460973,0.11004397,-0.15074825
-1.8826656,-0.3849197,-1.28356724
-0.68241906,0.037257284,-0.394548522
-2.767984,0.9150099,-1.29478644
-2.3868892,-1.1191721,-1.87980236
-0.5987511,-0.04328017,-0.376562728
-0.72841114,0.10221592,-0.396160316
-0.16851775,-0.11552225,-0.14731955
-3.1333535,-0.62789595,-2.13117048
-0.19677712,-0.009615415,-0.121912438
-2.7184649,0.21153148,-1.546466348
-2.057122,-0.08863454,-1.269727016
-0.22972785,0.20390576,-0.056274406
-1.8726801,0.33593634,-0.989233524
-0.8877402,-0.03423641,-0.546338684
-1.7845639,-0.5845923,-1.30457526
-1.8763291,-0.62851906,-1.377205084
-0.2136784,-0.060635768,-0.152461347
-1.0272485,-0.018496083,-0.623747533
-0.9306504,0.7985599,-0.23896628
-0.20220537,-0.19820964,-0.200607078
-0.34903106,0.020186596,-0.201343998
-1.496706,-0.2999761,-1.01801404
-1.2342037,-0.5665372,-0.9671371
-1.0759934,0.120915666,-0.597229774
-0.3737492,-0.4824113,-0.41721404
-2.185395,-1.3730245,-1.8604468
-1.4101465,-0.28472236,-0.959976844
-1.9353143,1.1590997,-0.6975487
-0.25181428,0.08412353,-0.117439156
-0.6540873,0.5526165,-0.17140578
-1.3762395,0.02814924,-0.814484004
-2.0882914,0.1845622,-1.17914996
-0.9975659,0.18423544,-0.524845364
-0.8659933,-0.24156259,-0.616221016
-0.85217255,-0.31567022,-0.637571618
-1.7295136,-1.6719903,-1.70650428
-1.4494003,-0.001556526,-0.87026279
-1.1813612,-0.67420745,-0.9784997
-0.15426311,0.052621577,-0.071509235
-1.1391944,-0.105703026,-0.72579785
-0.7660712,-0.00019261,-0.459719764
-0.7309067,0.11795535,-0.39136188
-1.7969781,-0.002660481,-1.079251052
-1.3585207,0.42822203,-0.643823608
-0.1013123,-0.013139087,-0.066043015
-0.24355564,-0.13362956,-0.199585208
-3.240582,-0.8003156,-2.26447544
-1.2559006,-0.12353999,-0.802956356
-0.06209623,0.53522766,0.176833326
-1.3232931,-0.4883179,-0.98930302
-0.46693757,0.005240605,-0.2780663
0.041428667,-0.6364848,-0.22973672
-1.4091264,-0.37436104,-0.995220256
-1.3872153,0.14897119,-0.772740704
-0.23310448,0.14831918,-0.080535016
-0.7466071,0.032879822,-0.434812331
-1.9980432,-1.3547875,-1.74074092
0.046137933,-0.2815715,-0.08494584
-1.2410146,-0.18366618,-0.818075232
-0.71072346,0.0758261,-0.396103636
-1.2397227,-0.040967204,-0.760220502
-0.12517709,0.013944072,-0.069528625
0.20736997,-0.37663195,-0.026230798
-1.0572497,-0.137845,-0.68948782
-1.0794142,-0.22871354,-0.739133936
-0.31037554,0.07248258,-0.157232292
-1.8321196,0.16901046,-1.031667576
-0.99791145,-0.031939205,-0.611522552
-1.223834,-1.8090631,-1.45792564
-2.9482987,0.29110578,-1.652536908
-0.3127183,-0.1764488,-0.2582105
-0.025819633,0.479476,0.17629862
-1.5532368,0.65585774,-0.669598984
-0.1541942,0.046659656,-0.073852658
-0.9824053,0.17957798,-0.517611988
-0.50112784,0.036931865,-0.285903958
-1.5905185,0.02600426,-0.943909396
-3.5137,0.6319852,-1.85542592
-1.4462554,0.98678017,-0.473041172
-0.20256214,0.024226863,-0.111846539
-1.005632,0.2066937,-0.52070172
-1.9233811,0.7764311,-0.84345622
-0.30553892,0.37279105,-0.034206932
-1.5654063,0.076697975,-0.90856459
-0.18331034,0.05044002,-0.089810196
-2.236621,0.5865719,-1.10734384
-1.5352943,-0.05170601,-0.941858984
-0.91249377,0.18984562,-0.471558014
-0.21154912,-0.47215432,-0.3157912
-0.48137575,0.05602209,-0.266416614
-0.624659,0.1840395,-0.3011796
-0.40880248,0.12552139,-0.195072932
-0.64744985,-0.20716958,-0.471337742
-1.2141057,0.07984029,-0.696527304
-0.6161614,-0.47550255,-0.55989786
-0.68278515,0.13678148,-0.354958498
0.8174764,-1.3707467,-0.05781284
-0.5727511,-0.19238907,-0.420606288
-0.16335177,0.014472519,-0.092222054
-0.29515514,-0.18842633,-0.252463616
-1.703364,-0.4796353,-1.21387252
-2.8762534,-1.8019162,-2.44651852
-1.849585,0.36309254,-0.964513984
-0.32053563,-0.08055247,-0.224542366
-0.48212317,-0.2009125,-0.369638902
-1.6937171,2.1725638,-0.14720474
-0.50642157,-1.0511848,-0.724326862
-1.5652976,-0.5376567,-1.15424124
-1.1823332,-0.6883326,-0.98473296
-0.17365757,0.019342193,-0.096457665
-2.2091336,0.27470377,-1.215598652
-0.04076847,0.16953838,0.04335427
-0.41775328,-0.002103189,-0.251493244
-0.05033831,-0.10446434,-0.071988722
-2.8798802,0.14490134,-1.669967584
-0.9445068,-0.29525122,-0.684804568
-0.16458583,0.029314134,-0.087025844
-0.26392114,-0.15778427,-0.221466392
